evalnum,startTime,endTime,cost,x,key,status,elapsed_time
10,1575321983,1575321984,0.512,"['c', 'a', 'a', 'b', 'b', 'a', 'a', 'a', 'a', 'a', 'static', '8', '4', '3', '256', 'a', 'b', 'a', 'b', 'b', 'b', 'b', 'static', '1', '4', '2', '64']",000_00010.dat,0,8.524950742721558
11,1575321987,1575321988,0.508,"['c', 'c', 'a', 'a', 'b', 'a', 'a', 'a', 'b', 'a', 'dynamic', '16', '16', '2', '32', 'a', 'b', 'a', 'b', 'b', 'b', 'b', 'static', '1', '4', '2', '64']",000_00011.dat,0,12.663367986679077
12,1575321991,1575321992,0.529,"['c', 'c', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'dynamic', '8', '2', '3', '32', 'b', 'a', 'a', 'b', 'a', 'b', 'b', 'dynamic', '1', '2', '2', '256']",000_00012.dat,0,16.79836893081665
13,1575321995,1575321996,0.517,"['c', 'c', 'b', 'b', 'b', 'a', 'a', 'a', 'a', 'b', 'dynamic', '16', '14', '1', '32', 'a', 'b', 'a', 'b', 'a', 'b', 'b', 'dynamic', '16', '16', '2', '32']",000_00013.dat,0,20.955438375473022
14,1575321999,1575321999,9.223372036854776e+18,"['c', 'b', 'b', 'a', 'b', 'a', 'a', 'a', 'a', 'a', 'dynamic', '16', '4', '1', '32', 'a', 'b', 'a', 'b', 'a', 'a', 'b', 'static', '1', '4', '2', '64']",000_00014.dat,0,24.04593825340271
15,1575322002,1575322004,0.518,"['c', 'c', 'b', 'a', 'a', 'a', 'a', 'a', 'b', 'a', 'dynamic', '8', '14', '2', '32', 'a', 'a', 'a', 'a', 'a', 'a', 'b', 'dynamic', '1', '14', '2', '128']",000_00015.dat,0,28.11343002319336
16,1575322007,1575322008,0.517,"['c', 'c', 'b', 'b', 'a', 'a', 'c', 'a', 'b', 'a', 'dynamic', '1', '4', '2', '32', 'b', 'b', 'b', 'b', 'a', 'b', 'b', 'dynamic', '8', '8', '2', '32']",000_00016.dat,0,32.26896548271179
17,1575322011,1575322012,0.517,"['c', 'c', 'b', 'b', 'a', 'a', 'a', 'a', 'a', 'b', 'dynamic', '16', '4', '1', '32', 'a', 'a', 'b', 'b', 'a', 'a', 'b', 'dynamic', '1', '8', '2', '64']",000_00017.dat,0,36.41305661201477
18,1575322015,1575322016,0.519,"['c', 'c', 'c', 'a', 'a', 'a', 'a', 'a', 'b', 'b', 'static', '1', '28', '2', '32', 'b', 'a', 'a', 'b', 'b', 'b', 'b', 'static', '16', '14', '2', '128']",000_00018.dat,0,40.87977051734924
19,1575322020,1575322021,0.516,"['c', 'c', 'b', 'b', 'a', 'a', 'c', 'a', 'a', 'a', 'dynamic', '8', '2', '2', '32', 'b', 'a', 'a', 'c', 'a', 'b', 'b', 'dynamic', '16', '14', '2', '256']",000_00019.dat,0,45.348384857177734
20,1575322024,1575322025,0.508,"['c', 'c', 'c', 'b', 'a', 'a', 'a', 'a', 'a', 'a', 'static', '8', '2', '2', '32', 'a', 'b', 'a', 'a', 'b', 'a', 'a', 'static', '1', '14', '2', '32']",000_00020.dat,0,49.51930809020996
21,1575322028,1575322029,0.508,"['c', 'c', 'a', 'b', 'a', 'a', 'c', 'a', 'b', 'a', 'static', '1', '14', '2', '32', 'b', 'a', 'b', 'a', 'b', 'a', 'b', 'dynamic', '1', '2', '2', '32']",000_00021.dat,0,53.68675494194031
22,1575322032,1575322033,0.51,"['c', 'c', 'a', 'a', 'a', 'a', 'a', 'a', 'b', 'b', 'dynamic', '1', '8', '2', '32', 'a', 'b', 'a', 'c', 'a', 'b', 'b', 'dynamic', '1', '28', '2', '256']",000_00022.dat,0,57.83537435531616
23,1575322036,1575322037,0.517,"['c', 'c', 'b', 'a', 'a', 'a', 'a', 'a', 'b', 'b', 'dynamic', '1', '8', '2', '32', 'b', 'a', 'b', 'a', 'b', 'b', 'a', 'dynamic', '16', '8', '2', '64']",000_00023.dat,0,62.02880668640137
